filename,rmse_sig,std_sig,rmse_lin,std_lin,rmse_exp,std_exp,rmse_log,std_log
gvari1_down_01DLC_resnet50_gecko02Mar17shuffle1_730000,121.41499999999999,117.005,127.145,121.835,127.785,122.475,nan,nan
gvari1_down_06DLC_resnet50_gecko02Mar17shuffle1_730000,nan,nan,nan,nan,nan,nan,nan,nan
gvari1_down_07DLC_resnet50_gecko02Mar17shuffle1_730000,151.175,40.985,160.04333333333332,34.42298101882262,159.64333333333335,33.583984609069574,178.905,23.60499999999999
gvari1_down_09DLC_resnet50_gecko02Mar17shuffle1_730000,175.70499999999998,36.38992614721827,187.25250000000003,43.055028960041355,188.3475,43.74308709670592,192.875,21.784999999999997
gvari1_up_02DLC_resnet50_gecko02Mar17shuffle1_730000,202.1833333333333,23.307527158028208,244.2,59.73238694376779,244.41500000000002,59.64685679061387,286.76,55.639999999999986
gvari1_up_03DLC_resnet50_gecko02Mar17shuffle1_730000,251.6075,57.78327542420902,276.1,44.096256643846765,275.5375,43.4888004979443,259.8566666666666,42.26655599354595
gvari1_up_04DLC_resnet50_gecko02Mar17shuffle1_730000,113.715,19.505000000000003,118.94500000000001,23.765,118.795,23.72500000000001,nan,nan
gvari1_up_05DLC_resnet50_gecko02Mar17shuffle1_730000,251.33,43.37323656357685,271.15000000000003,45.26658094002682,271.4825,46.78384677161551,230.63,27.129999999999995
gvari1_up_08DLC_resnet50_gecko02Mar17shuffle1_730000,88.31,0.0,149.8125,102.53431434768558,149.6275,102.38520361238726,149.35000000000002,102.30773162376342
gvari1_up_10DLC_resnet50_gecko02Mar17shuffle1_730000,128.06,4.060000000000002,126.11333333333333,33.26167898481508,127.54,35.41054739292611,81.15,0.0
limac10_up_01DLC_resnet50_gecko02Mar17shuffle1_730000,177.07500000000002,64.6104440086895,185.1875,62.5976902029939,184.98999999999998,62.780183577304065,172.92000000000002,42.63000000000001
limac10_up_02DLC_resnet50_gecko02Mar17shuffle1_730000,181.66,17.99042152554149,215.8275,30.299958230169224,216.7825,30.020186021242445,257.06,0.0
limac10_up_03DLC_resnet50_gecko02Mar17shuffle1_730000,166.31,70.24707360452818,185.0275,61.07154303560701,187.0525,59.48030067803961,186.145,72.20500000000001
limac10_up_04DLC_resnet50_gecko02Mar17shuffle1_730000,196.75,96.24813946253714,220.02499999999998,88.85839873078965,222.6275,87.7915136488146,295.21500000000003,66.82500000000002
limac10_up_05DLC_resnet50_gecko02Mar17shuffle1_730000,146.1175,13.547229190871464,173.6675,24.784496540176068,177.9825,31.329081039028264,145.39,0.0
limac10_up_06DLC_resnet50_gecko02Mar17shuffle1_730000,192.7375,39.6321027545852,230.73999999999998,31.8172256804392,235.715,31.04122460535344,260.96,0.0
limac10_up_07DLC_resnet50_gecko02Mar17shuffle1_730000,166.6625,49.96223992927059,179.58249999999998,50.17813287429096,180.295,50.909991897465474,97.61,0.0
limac10_up_08DLC_resnet50_gecko02Mar17shuffle1_730000,105.80666666666667,42.332475581861374,139.415,38.67612603402776,140.5725,38.236113410622686,131.575,50.305
limac10_up_09DLC_resnet50_gecko02Mar17shuffle1_730000,169.95,51.57484173509406,184.345,47.66253953578218,187.08249999999998,45.66452418179784,215.185,50.22500000000001
limac10_up_10DLC_resnet50_gecko02Mar17shuffle1_730000,154.0925,68.30294882909523,166.96,73.9069695630933,168.41,76.45401330211514,129.39666666666668,41.38476397043831
limac3_up_01DLC_resnet50_gecko02Mar17shuffle1_730000,178.01,47.81777145232373,185.935,43.74391700568206,185.185,43.46791144050977,184.58,43.43808754998314
limac3_up_02DLC_resnet50_gecko02Mar17shuffle1_730000,126.32333333333332,41.28140366907221,145.435,38.5079514516158,144.755,38.59670484639848,159.53666666666666,31.785873521983877
limac3_up_03DLC_resnet50_gecko02Mar17shuffle1_730000,135.75,26.32523250926127,159.2175,34.34645132688384,157.945,33.22671402651788,146.61666666666667,31.280597109958677
limac3_up_04DLC_resnet50_gecko02Mar17shuffle1_730000,71.83333333333333,43.030172618240286,78.22666666666667,48.79825566099218,77.88,48.369309139852994,136.39,0.0
limac3_up_05DLC_resnet50_gecko02Mar17shuffle1_730000,100.74,59.85999999999999,108.58999999999999,52.600403040280966,108.46333333333332,52.18552183210291,168.66,0.0
limac6_up_01DLC_resnet50_gecko02Mar17shuffle1_730000,146.5375,57.51588014409585,151.73499999999999,58.05336187508868,151.45999999999998,57.91713822349996,165.79500000000002,4.614999999999995
limac6_up_02DLC_resnet50_gecko02Mar17shuffle1_730000,216.64000000000001,51.997567250785885,232.28250000000003,46.61101660283757,233.14,48.054553894506185,195.145,31.685000000000002
limac6_up_03DLC_resnet50_gecko02Mar17shuffle1_730000,147.32,94.66896455544448,162.49,96.15787253262211,160.6175,96.70125706913018,203.49333333333334,69.96644544986468
limac6_up_04DLC_resnet50_gecko02Mar17shuffle1_730000,216.6275,54.114721830108294,238.3,48.155824154509084,241.90500000000003,48.080857157500844,222.51,0.0
limac6_up_05DLC_resnet50_gecko02Mar17shuffle1_730000,268.64000000000004,30.84575929794349,291.5525,37.18614216008433,292.68,37.81171445465015,287.065,49.235
limac6_up_06DLC_resnet50_gecko02Mar17shuffle1_730000,146.29500000000002,54.11964361486501,160.2025,60.84399164050629,161.495,64.60293588529859,152.845,42.585
limac6_up_07DLC_resnet50_gecko02Mar17shuffle1_730000,169.515,31.091084332972372,206.95499999999998,36.67210486187015,211.12,40.82188812389744,184.155,29.814999999999998
limac6_up_08DLC_resnet50_gecko02Mar17shuffle1_730000,182.905,85.97068875494718,202.2375,81.42375309914178,197.0775,84.75285522476514,197.5575,82.8897437488499
limac7_up_01DLC_resnet50_gecko02Mar17shuffle1_730000,205.06333333333336,18.351945098242005,226.8725,16.543567292153163,227.285,16.127824558817597,218.74,0.0
limac7_up_02DLC_resnet50_gecko02Mar17shuffle1_730000,116.19,29.7885481351475,138.64499999999998,39.517935485042734,138.52499999999998,39.102582075868085,166.48000000000002,13.829999999999998
limac7_up_03DLC_resnet50_gecko02Mar17shuffle1_730000,108.00666666666666,31.58266859458769,138.2175,40.2659622851609,136.0,38.714417856917336,136.28500000000003,38.95646833325629
limac7_up_04DLC_resnet50_gecko02Mar17shuffle1_730000,100.99000000000001,4.450550527743731,108.59666666666668,5.779886580971021,108.60333333333334,5.084763733176027,109.5,5.280000000000001
limac7_up_05DLC_resnet50_gecko02Mar17shuffle1_730000,134.845,14.444196931640056,148.915,13.335524924051548,148.20499999999998,13.92162436643081,143.53,12.8418093221581
limac7_up_06DLC_resnet50_gecko02Mar17shuffle1_730000,90.25,8.900000000000006,109.905,15.245000000000005,109.695,16.125,93.65,0.0
limac7_up_07DLC_resnet50_gecko02Mar17shuffle1_730000,135.0275,60.6125957928713,146.02499999999998,58.51416943783787,143.02249999999998,61.40159703745498,143.12,61.22108378655184
limac8_up_01DLC_resnet50_gecko02Mar17shuffle1_730000,94.85000000000001,73.71375086553843,100.59333333333332,77.78399035505672,100.36333333333334,77.53619384233119,4.74,0.0
limac8_up_02DLC_resnet50_gecko02Mar17shuffle1_730000,209.3225,78.63558462140406,243.9,91.40408278627385,248.1525,92.3490009082394,228.92,0.0
limac8_up_03DLC_resnet50_gecko02Mar17shuffle1_730000,164.41,57.182223344905594,186.95250000000001,50.86538920277717,184.555,54.434880591400216,150.15,8.810000000000002
limac8_up_04DLC_resnet50_gecko02Mar17shuffle1_730000,152.22,0.0,122.98,44.32000000000001,124.035,44.365,nan,nan
limac8_up_05DLC_resnet50_gecko02Mar17shuffle1_730000,nan,nan,nan,nan,nan,nan,nan,nan
limac8_up_06DLC_resnet50_gecko02Mar17shuffle1_730000,nan,nan,nan,nan,nan,nan,nan,nan
limac8_up_07DLC_resnet50_gecko02Mar17shuffle1_730000,181.48,35.96738175069184,204.57999999999998,27.92482318654855,207.6375,27.127432955405126,213.41500000000002,21.665000000000006
limac8_up_08DLC_resnet50_gecko02Mar17shuffle1_730000,183.90000000000003,41.563597654678546,220.465,59.62697061733055,216.805,52.13687250881088,264.73,0.0
limac8_up_09DLC_resnet50_gecko02Mar17shuffle1_730000,103.96999999999998,19.915904866881313,149.45250000000001,50.50050513361227,152.9225,50.216356087932155,nan,nan
limac8_up_10DLC_resnet50_gecko02Mar17shuffle1_730000,212.17749999999998,30.890298133070836,226.41750000000002,30.04627129528721,227.22,29.16978659503699,249.77,0.0
limac9_up_01DLC_resnet50_gecko02Mar17shuffle1_730000,27.7,0.0,62.050000000000004,38.73395667886255,61.95000000000001,38.59481053198733,115.68,0.0
limac9_up_02DLC_resnet50_gecko02Mar17shuffle1_730000,198.52999999999997,47.25871718529821,214.2975,56.51780444028235,211.4475,53.60570649427167,240.69999999999996,17.60715195595244
limac9_up_03DLC_resnet50_gecko02Mar17shuffle1_730000,125.0575,83.52555219063206,136.385,90.69823716588984,135.62,90.71687632408867,133.1725,91.81935372648842
limac9_up_04DLC_resnet50_gecko02Mar17shuffle1_730000,137.42000000000002,72.86057438697557,150.37,81.11810032292424,150.61,80.88328844699627,194.01999999999998,21.700000000000003
limac9_up_05DLC_resnet50_gecko02Mar17shuffle1_730000,234.26333333333332,18.907854335052292,243.38500000000002,28.59391937108309,241.3475,30.92217761979256,226.15,23.36714502601177
limac9_up_06DLC_resnet50_gecko02Mar17shuffle1_730000,236.91750000000002,43.17139294428661,259.315,41.66658703325724,260.1575,41.781471596271,245.81,3.1599999999999966
limac9_up_07DLC_resnet50_gecko02Mar17shuffle1_730000,177.695,45.691081460171205,184.6625,47.947778559074045,184.96499999999997,48.213948967077975,173.5,0.0
limac9_up_08DLC_resnet50_gecko02Mar17shuffle1_730000,175.265,59.76041018098855,185.45749999999998,55.50622009063489,184.1925,55.941446788137334,183.40499999999997,55.825712937677736
limac9_up_09DLC_resnet50_gecko02Mar17shuffle1_730000,139.48333333333332,30.679152892839497,181.2625,59.323167639211576,181.3,59.39888761584681,191.295,74.835
lstein7_up_01DLC_resnet50_gecko02Mar17shuffle1_730000,152.65666666666667,67.34589783762301,132.2,79.85529193484925,132.23749999999998,79.98607671807639,108.83500000000001,13.744999999999997
lstein8_up_01DLC_resnet50_gecko02Mar17shuffle1_730000,31.34,0.0,97.18,63.48,97.23,63.510000000000005,nan,nan
lstein8_up_02DLC_resnet50_gecko02Mar17shuffle1_730000,53.09,0.0,54.44,0.0,56.1,0.0,nan,nan
lstein8_up_03DLC_resnet50_gecko02Mar17shuffle1_730000,226.33666666666667,43.79199419477896,198.455,71.86970797909228,197.95,71.87313580191142,203.07,0.0
lstein8_up_04DLC_resnet50_gecko02Mar17shuffle1_730000,115.48666666666668,99.68264654503422,112.69500000000001,94.3699055578631,113.69250000000001,96.0142560703878,85.89,0.0
lstein8_up_05DLC_resnet50_gecko02Mar17shuffle1_730000,42.25,0.0,129.2,86.11,129.13,86.03999999999999,212.65,0.0
scil1_down_03DLC_resnet50_gecko02Mar17shuffle1_730000,135.92000000000002,35.051319518671484,155.2225,41.39285347436197,154.325,41.777479878518285,142.08,43.501282739707804
scil1_down_05DLC_resnet50_gecko02Mar17shuffle1_730000,107.435,66.3710262463976,118.565,59.98784481042806,117.38999999999999,60.51947909557715,117.345,60.40796698284093
scil1_down_07DLC_resnet50_gecko02Mar17shuffle1_730000,109.03,0.0,122.55,0.0,118.79,0.0,118.44,0.0
scil1_down_09DLC_resnet50_gecko02Mar17shuffle1_730000,131.4975,33.18254991332041,151.64,28.21611507631765,153.02,29.222028505906295,149.42666666666668,34.11140213411867
scil1_down_10DLC_resnet50_gecko02Mar17shuffle1_730000,131.095,8.754999999999995,149.065,11.39500000000001,146.93,8.730000000000004,155.15,0.0
scil1_down_15DLC_resnet50_gecko02Mar17shuffle1_730000,143.86,32.60340703055434,165.825,26.59366700927121,165.415,25.560198062612905,177.58,16.53627729165989
scil1_down_16DLC_resnet50_gecko02Mar17shuffle1_730000,106.675,58.95616104360935,125.79749999999999,67.91608438911949,123.7975,67.45719471450025,153.17,0.0
scil1_up_01DLC_resnet50_gecko02Mar17shuffle1_730000,nan,nan,nan,nan,nan,nan,nan,nan
scil1_up_02DLC_resnet50_gecko02Mar17shuffle1_730000,83.39,62.88191525921158,82.8825,60.660298126122,82.9175,60.71864926651449,125.765,58.144999999999996
scil1_up_04DLC_resnet50_gecko02Mar17shuffle1_730000,11.44,0.0,13.31,0.0,13.3,0.0,nan,nan
scil1_up_06DLC_resnet50_gecko02Mar17shuffle1_730000,54.79,44.769999999999996,74.725,64.445,68.52499999999999,58.245,121.34,0.0
scil1_up_08DLC_resnet50_gecko02Mar17shuffle1_730000,nan,nan,184.08,0.0,184.32,0.0,nan,nan
scil1_up_11DLC_resnet50_gecko02Mar17shuffle1_730000,215.79000000000002,46.000000000000014,251.32,42.329999999999984,247.245,31.765,279.14,0.0
scil1_up_12DLC_resnet50_gecko02Mar17shuffle1_730000,nan,nan,nan,nan,nan,nan,nan,nan
scil1_up_13DLC_resnet50_gecko02Mar17shuffle1_730000,35.005,33.195,38.99,37.410000000000004,36.815,35.235,71.84,0.0
scil1_up_14DLC_resnet50_gecko02Mar17shuffle1_730000,nan,nan,nan,nan,nan,nan,nan,nan
scil1_up_17DLC_resnet50_gecko02Mar17shuffle1_730000,171.95,56.45,186.1,58.61000000000001,185.59,57.85999999999999,178.65,51.5
scil1_up_18DLC_resnet50_gecko02Mar17shuffle1_730000,nan,nan,nan,nan,nan,nan,nan,nan
scil2_down_02DLC_resnet50_gecko02Mar17shuffle1_730000,nan,nan,nan,nan,nan,nan,nan,nan
scil2_down_04DLC_resnet50_gecko02Mar17shuffle1_730000,3.94,0.0,11.28,0.0,14.56,0.0,9.94,0.0
scil2_down_05DLC_resnet50_gecko02Mar17shuffle1_730000,232.74666666666667,14.123343167331951,246.29999999999998,17.26120119420043,244.46,16.93331824146308,252.485,12.334999999999994
scil2_up_01DLC_resnet50_gecko02Mar17shuffle1_730000,227.36666666666667,80.10805549728165,193.585,97.30721414674248,193.49999999999997,97.230078422266,218.98000000000002,100.11013035652284
scil2_up_03DLC_resnet50_gecko02Mar17shuffle1_730000,18.445,9.954999999999998,37.28666666666667,27.643837569258643,37.27333333333333,27.625778219304923,51.285,22.985
scil3_down_03DLC_resnet50_gecko02Mar17shuffle1_730000,177.03,0.0,177.48,0.0,177.46,0.0,177.46,0.0
scil3_down_04DLC_resnet50_gecko02Mar17shuffle1_730000,133.19,49.14000000000001,178.69,45.0122000128854,177.745,45.66046019259989,175.8225,44.35501458403549
scil3_down_06DLC_resnet50_gecko02Mar17shuffle1_730000,165.845,45.574999999999996,159.01333333333335,38.62785897365901,158.93666666666667,38.61705351554184,176.89499999999998,31.575000000000003
scil3_down_08DLC_resnet50_gecko02Mar17shuffle1_730000,185.16500000000002,55.364999999999995,193.81000000000003,43.42049362532244,193.4466666666667,43.942354915907224,203.53,0.0
scil3_down_12DLC_resnet50_gecko02Mar17shuffle1_730000,240.08666666666667,9.701925353019146,256.23333333333335,10.367180051596577,255.65,11.555867196652375,245.525,0.7150000000000034
scil3_down_15DLC_resnet50_gecko02Mar17shuffle1_730000,180.62666666666667,115.19069821628636,213.04500000000002,114.24591075832868,212.99250000000004,114.20292714615508,306.06,0.0
scil3_up_01DLC_resnet50_gecko02Mar17shuffle1_730000,nan,nan,nan,nan,nan,nan,nan,nan
scil3_up_02DLC_resnet50_gecko02Mar17shuffle1_730000,277.125,58.235000000000014,236.18999999999997,81.14127063338358,236.22333333333333,81.60635364697748,183.87,51.46000000000001
scil3_up_05DLC_resnet50_gecko02Mar17shuffle1_730000,183.35,0.0,212.84,0.0,217.2,0.0,nan,nan
scil3_up_07DLC_resnet50_gecko02Mar17shuffle1_730000,148.285,64.85715014553136,165.98749999999998,87.24111656065618,164.5525,84.67475579386102,245.365,37.504999999999995
scil3_up_09DLC_resnet50_gecko02Mar17shuffle1_730000,162.29,49.134615089567966,185.00333333333333,47.078698178924,187.21,46.918911609996535,137.36,0.0
scil3_up_10DLC_resnet50_gecko02Mar17shuffle1_730000,149.695,84.52886267423689,172.32750000000001,96.4551845094394,169.29749999999999,96.15845084416657,125.08666666666666,75.10832014867299
scil3_up_11DLC_resnet50_gecko02Mar17shuffle1_730000,48.29999999999999,39.65874766891495,55.596666666666664,48.35615530163203,55.79,48.63024641791019,121.27,0.0
scil3_up_13DLC_resnet50_gecko02Mar17shuffle1_730000,61.41,55.16,103.01333333333334,73.94789351668886,103.16333333333334,74.12291608462857,6.45,0.0
scil3_up_14DLC_resnet50_gecko02Mar17shuffle1_730000,81.37,54.66316005013493,93.47666666666665,64.97361019846612,90.8,62.61435032535805,73.11999999999999,70.47999999999999
seld1_down_03DLC_resnet50_gecko02Mar17shuffle1_730000,78.05333333333334,73.45208022165805,79.48333333333333,75.06381921775333,79.39333333333333,74.94007042667864,94.21,88.17999999999999
seld1_up_01DLC_resnet50_gecko02Mar17shuffle1_730000,nan,nan,nan,nan,nan,nan,nan,nan
seld1_up_02DLC_resnet50_gecko02Mar17shuffle1_730000,13.805,6.035,13.805,6.035,13.805,6.035,7.77,0.0
seld1_up_04DLC_resnet50_gecko02Mar17shuffle1_730000,1.29,0.0,14.57,13.280000000000001,14.575,13.285,nan,nan
umill1_down_03DLC_resnet50_gecko02Mar17shuffle1_730000,111.53,0.0,131.17,0.0,130.33,0.0,118.05,0.0
umill1_down_05DLC_resnet50_gecko02Mar17shuffle1_730000,91.17333333333333,4.964489455679762,109.97,28.313889700993048,110.0675,28.31863818671371,97.28,3.4399999999999977
umill1_down_06DLC_resnet50_gecko02Mar17shuffle1_730000,nan,nan,118.56,21.310000000000002,118.53999999999999,21.339999999999996,97.13,0.0
umill1_down_11DLC_resnet50_gecko02Mar17shuffle1_730000,164.45666666666668,29.756268060509353,175.825,31.250493196108124,177.61999999999998,32.76906086539558,123.25,0.0
umill1_up_01DLC_resnet50_gecko02Mar17shuffle1_730000,nan,nan,nan,nan,nan,nan,nan,nan
umill1_up_02DLC_resnet50_gecko02Mar17shuffle1_730000,154.495,78.4828116532531,160.79749999999999,79.59339400195219,160.1225,78.84455985513523,222.64000000000001,51.28
umill1_up_04DLC_resnet50_gecko02Mar17shuffle1_730000,92.735,63.665,181.37,103.18413904278117,181.33499999999998,103.1431506451107,263.145,54.285
umill1_up_07DLC_resnet50_gecko02Mar17shuffle1_730000,94.19500000000001,65.76500000000001,117.6725,64.16818385111114,115.2825,61.37050650556829,186.02,0.0
umill1_up_08DLC_resnet50_gecko02Mar17shuffle1_730000,117.62,94.81659374814093,125.18,102.26023714034699,125.155,102.37287348218766,197.62,0.0
umill1_up_09DLC_resnet50_gecko02Mar17shuffle1_730000,13.52,6.32,76.6175,111.96178240252341,76.46000000000001,111.68923963390566,267.56,0.0
umill1_up_10DLC_resnet50_gecko02Mar17shuffle1_730000,nan,nan,nan,nan,nan,nan,nan,nan
umill1_up_12DLC_resnet50_gecko02Mar17shuffle1_730000,94.38333333333333,66.94498753122265,103.36666666666666,75.47517222386593,102.73666666666666,74.72167571877803,182.64,0.0
umill1_up_13DLC_resnet50_gecko02Mar17shuffle1_730000,80.19,58.699999999999996,89.43666666666667,58.20024990400719,88.94666666666666,57.566764910165155,160.74,0.0
umill2_down_01DLC_resnet50_gecko02Mar17shuffle1_730000,193.94,0.0,185.61,7.809999999999988,185.575,7.825000000000003,nan,nan
