filename,rmse,function
Ples203_run16_sandpaper_resnet50_waterdragonsDec12shuffle1_1030000,13.13,rmse_sig
Ples203_run16_sandpaper_resnet50_waterdragonsDec12shuffle1_1030000,20.2,rmse_lin
Ples203_run16_sandpaper_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_log
Ples203_run16_sandpaper_resnet50_waterdragonsDec12shuffle1_1030000,28.1,rmse_exp
Ples203_run17_sandpaper_resnet50_waterdragonsDec12shuffle1_1030000,382.39,rmse_sig
Ples203_run17_sandpaper_resnet50_waterdragonsDec12shuffle1_1030000,392.32,rmse_lin
Ples203_run17_sandpaper_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_log
Ples203_run17_sandpaper_resnet50_waterdragonsDec12shuffle1_1030000,397.65,rmse_exp
Ples203_run18_sandpaper_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_sig
Ples203_run18_sandpaper_resnet50_waterdragonsDec12shuffle1_1030000,510.87,rmse_lin
Ples203_run18_sandpaper_resnet50_waterdragonsDec12shuffle1_1030000,509.04,rmse_log
Ples203_run18_sandpaper_resnet50_waterdragonsDec12shuffle1_1030000,509.8,rmse_exp
Ples_03_rubber_up_run01_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_sig
Ples_03_rubber_up_run01_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_lin
Ples_03_rubber_up_run01_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_log
Ples_03_rubber_up_run01_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_exp
Ples_03_rubber_up_run02_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_sig
Ples_03_rubber_up_run02_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_lin
Ples_03_rubber_up_run02_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_log
Ples_03_rubber_up_run02_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_exp
Ples_202_run01_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_sig
Ples_202_run01_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_lin
Ples_202_run01_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_log
Ples_202_run01_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_exp
Ples_202_run02_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_sig
Ples_202_run02_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_lin
Ples_202_run02_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_log
Ples_202_run02_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_exp
Ples_202_run03_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_sig
Ples_202_run03_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_lin
Ples_202_run03_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_log
Ples_202_run03_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_exp
Ples_202_run04-2_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_sig
Ples_202_run04-2_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_lin
Ples_202_run04-2_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_log
Ples_202_run04-2_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_exp
Ples_202_run04_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_sig
Ples_202_run04_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_lin
Ples_202_run04_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_log
Ples_202_run04_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_exp
Ples_202_run05_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_sig
Ples_202_run05_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_lin
Ples_202_run05_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_log
Ples_202_run05_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_exp
Ples_202_run06_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_sig
Ples_202_run06_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_lin
Ples_202_run06_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_log
Ples_202_run06_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_exp
Ples_202_run07_resnet50_waterdragonsDec12shuffle1_1030000,19.85,rmse_sig
Ples_202_run07_resnet50_waterdragonsDec12shuffle1_1030000,45.18,rmse_lin
Ples_202_run07_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_log
Ples_202_run07_resnet50_waterdragonsDec12shuffle1_1030000,56.84,rmse_exp
Ples_202_run08_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_sig
Ples_202_run08_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_lin
Ples_202_run08_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_log
Ples_202_run08_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_exp
Ples_202_run09_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_sig
Ples_202_run09_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_lin
Ples_202_run09_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_log
Ples_202_run09_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_exp
Ples_202_run23_up_rubber_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_sig
Ples_202_run23_up_rubber_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_lin
Ples_202_run23_up_rubber_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_log
Ples_202_run23_up_rubber_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_exp
Ples_202_run24_down_rubber_resnet50_waterdragonsDec12shuffle1_1030000,378.46,rmse_sig
Ples_202_run24_down_rubber_resnet50_waterdragonsDec12shuffle1_1030000,389.96,rmse_lin
Ples_202_run24_down_rubber_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_log
Ples_202_run24_down_rubber_resnet50_waterdragonsDec12shuffle1_1030000,390.52,rmse_exp
Ples_202_run25_down_rubber_resnet50_waterdragonsDec12shuffle1_1030000,411.19,rmse_sig
Ples_202_run25_down_rubber_resnet50_waterdragonsDec12shuffle1_1030000,422.21,rmse_lin
Ples_202_run25_down_rubber_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_log
Ples_202_run25_down_rubber_resnet50_waterdragonsDec12shuffle1_1030000,424.5,rmse_exp
Ples_202_run26_up_rubber_resnet50_waterdragonsDec12shuffle1_1030000,147.55,rmse_sig
Ples_202_run26_up_rubber_resnet50_waterdragonsDec12shuffle1_1030000,169.49,rmse_lin
Ples_202_run26_up_rubber_resnet50_waterdragonsDec12shuffle1_1030000,167.69,rmse_log
Ples_202_run26_up_rubber_resnet50_waterdragonsDec12shuffle1_1030000,172.65,rmse_exp
Ples_203_run10_resnet50_waterdragonsDec12shuffle1_1030000,254.92,rmse_sig
Ples_203_run10_resnet50_waterdragonsDec12shuffle1_1030000,265.35,rmse_lin
Ples_203_run10_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_log
Ples_203_run10_resnet50_waterdragonsDec12shuffle1_1030000,264.72,rmse_exp
Ples_203_run11_resnet50_waterdragonsDec12shuffle1_1030000,38.95,rmse_sig
Ples_203_run11_resnet50_waterdragonsDec12shuffle1_1030000,49.47,rmse_lin
Ples_203_run11_resnet50_waterdragonsDec12shuffle1_1030000,44.62,rmse_log
Ples_203_run11_resnet50_waterdragonsDec12shuffle1_1030000,44.3,rmse_exp
Ples_203_run12_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_sig
Ples_203_run12_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_lin
Ples_203_run12_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_log
Ples_203_run12_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_exp
Ples_203_run13_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_sig
Ples_203_run13_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_lin
Ples_203_run13_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_log
Ples_203_run13_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_exp
Ples_203_run14_resnet50_waterdragonsDec12shuffle1_1030000,64.82,rmse_sig
Ples_203_run14_resnet50_waterdragonsDec12shuffle1_1030000,68.58,rmse_lin
Ples_203_run14_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_log
Ples_203_run14_resnet50_waterdragonsDec12shuffle1_1030000,71.26,rmse_exp
Ples_203_run15_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_sig
Ples_203_run15_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_lin
Ples_203_run15_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_log
Ples_203_run15_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_exp
Ples_203_run20_up_rubber_resnet50_waterdragonsDec12shuffle1_1030000,266.79,rmse_sig
Ples_203_run20_up_rubber_resnet50_waterdragonsDec12shuffle1_1030000,279.81,rmse_lin
Ples_203_run20_up_rubber_resnet50_waterdragonsDec12shuffle1_1030000,278.62,rmse_log
Ples_203_run20_up_rubber_resnet50_waterdragonsDec12shuffle1_1030000,278.83,rmse_exp
Ples_203_run21_up_rubber_resnet50_waterdragonsDec12shuffle1_1030000,307.52,rmse_sig
Ples_203_run21_up_rubber_resnet50_waterdragonsDec12shuffle1_1030000,310.55,rmse_lin
Ples_203_run21_up_rubber_resnet50_waterdragonsDec12shuffle1_1030000,309.97,rmse_log
Ples_203_run21_up_rubber_resnet50_waterdragonsDec12shuffle1_1030000,309.89,rmse_exp
Ples_203_run22_down_rubber_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_sig
Ples_203_run22_down_rubber_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_lin
Ples_203_run22_down_rubber_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_log
Ples_203_run22_down_rubber_resnet50_waterdragonsDec12shuffle1_1030000,nan,rmse_exp
ples102_run01_up_2018-03-14_waterdragonsDec12shuffle1_1030000,nan,rmse_sig
ples102_run01_up_2018-03-14_waterdragonsDec12shuffle1_1030000,nan,rmse_lin
ples102_run01_up_2018-03-14_waterdragonsDec12shuffle1_1030000,nan,rmse_log
ples102_run01_up_2018-03-14_waterdragonsDec12shuffle1_1030000,nan,rmse_exp
ples102_run02_up_2018-03-14_waterdragonsDec12shuffle1_1030000,nan,rmse_sig
ples102_run02_up_2018-03-14_waterdragonsDec12shuffle1_1030000,37.72,rmse_lin
ples102_run02_up_2018-03-14_waterdragonsDec12shuffle1_1030000,nan,rmse_log
ples102_run02_up_2018-03-14_waterdragonsDec12shuffle1_1030000,42.74,rmse_exp
ples102_run03_down_2018-03-14_waterdragonsDec12shuffle1_1030000,nan,rmse_sig
ples102_run03_down_2018-03-14_waterdragonsDec12shuffle1_1030000,nan,rmse_lin
ples102_run03_down_2018-03-14_waterdragonsDec12shuffle1_1030000,nan,rmse_log
ples102_run03_down_2018-03-14_waterdragonsDec12shuffle1_1030000,nan,rmse_exp
ples102_run04_down_2018-03-14_waterdragonsDec12shuffle1_1030000,258.13,rmse_sig
ples102_run04_down_2018-03-14_waterdragonsDec12shuffle1_1030000,271.37,rmse_lin
ples102_run04_down_2018-03-14_waterdragonsDec12shuffle1_1030000,262.64,rmse_log
ples102_run04_down_2018-03-14_waterdragonsDec12shuffle1_1030000,265.84,rmse_exp
ples101_run1_up_2018-03-14_waterdragonsDec12shuffle1_1030000,nan,rmse_sig
ples101_run1_up_2018-03-14_waterdragonsDec12shuffle1_1030000,nan,rmse_lin
ples101_run1_up_2018-03-14_waterdragonsDec12shuffle1_1030000,nan,rmse_log
ples101_run1_up_2018-03-14_waterdragonsDec12shuffle1_1030000,nan,rmse_exp
ples101_run02_up_2018-03-14_waterdragonsDec12shuffle1_1030000,nan,rmse_sig
ples101_run02_up_2018-03-14_waterdragonsDec12shuffle1_1030000,nan,rmse_lin
ples101_run02_up_2018-03-14_waterdragonsDec12shuffle1_1030000,nan,rmse_log
ples101_run02_up_2018-03-14_waterdragonsDec12shuffle1_1030000,nan,rmse_exp
